author_decade,poetry_comments,poetry_name,author_name
唐代,"
重阳独酌杯中酒，抱病起登江上台。竹叶于人既无分，菊花从此不须开。殊方日落玄猿哭，旧国霜前白雁来。弟妹萧条各何在，干戈衰谢两相催！
",九日五首·其一,杜甫
清代,"
泪咽却无声，只向从前悔薄情。凭仗丹青重省识，盈盈，一片伤心画不成。别语忒分明，午夜鹣鹣梦早醒。卿自早醒侬自梦，更更，泣尽风檐夜雨铃。
",南乡子·为亡妇题照,纳兰性德
宋代,"
画楼帘幕卷新晴。掩银屏。晓寒轻。坠粉飘香，日日唤愁生。暗数十年湖上路，能几度，著娉婷。 年华空自感飘零。拥春酲。对谁醒。天阔云间，无处觅箫声。载酒买花年少事，浑不似，旧心情。
",江城子·画楼帘暮卷新晴,卢祖皋
宋代,"
余客武陵。湖北宪治在焉：古城野水，乔木参天。余与二三友，日荡舟其间。薄荷花而饮，意象幽闲，不类人境。秋水且涸。荷叶出地寻丈，因列坐其下，上不见日。清风徐来，绿云自动。间于疏处，窥见游人画船，亦一乐也。朅来吴兴。数得相羊荷花中，又夜泛西湖，光景奇绝。故以此句写之。
闹红一舸，记来时，尝与鸳鸯为侣，三十六陂人未到，水佩风裳无数。翠叶吹凉，玉容消酒，更洒菇蒲雨。嫣然摇动，冷香飞上诗句。日暮，青盖亭亭，情人不见，争忍凌波去？只恐舞衣寒易落，愁人西风南浦。高柳垂阴，老鱼吹浪，留我花间住。田田多少，几回沙际归路。(愁人 一作：愁入)
",念奴娇·闹红一舸,姜夔
宋代,"
可怜今夕月，向何处，去悠悠？是别有人间，那边才见，光影东头？是天外，空汗漫，但长风浩浩送中秋？飞镜无根谁系？姮娥不嫁谁留？谓经海底问无由，恍惚使人愁。怕万里长鲸，纵横触破，玉殿琼楼。虾蟆故堪浴水，问云何玉兔解沉浮？若道都齐无恙，云何渐渐如钩？
",木兰花慢·中秋饮酒,辛弃疾
宋代,"
芳草池塘，绿阴庭院，晚晴寒透窗纱。玉钩金锁，管是客来唦。寂寞尊前席上，唯愁海角天涯。能留否？酴釄落尽，犹赖有梨花。当年曾胜赏，生香熏袖，活火分茶。极目犹龙骄马，流水轻车。不怕风狂雨骤，恰才称，煮酒笺花。如今也，不成怀抱，得似旧时那？
",转调满庭芳·芳草池塘,李清照
宋代,"
芙蓉落尽天涵水，日暮沧波起。背飞双燕贴云寒，独向小楼东畔、倚阑看。 浮生只合尊前老，雪满长安道。故人早晚上高台，赠我江南春色、一枝梅。
",虞美人·寄公度,舒亶
宋代,"
画鼓声中昏又晓。时光只解催人老。求得浅欢风日好。齐揭调。神仙一曲渔家傲。绿水悠悠天杳杳。浮生岂得长年少。莫惜醉来开口笑。须信道。人间万事何时了。
",渔家傲·画鼓声中昏又晓,晏殊
两汉,"
凛凛岁云暮，蝼蛄夕鸣悲。凉风率已厉，游子寒无衣。锦衾遗洛浦，同袍与我违。独宿累长夜，梦想见容辉。良人惟古欢，枉驾惠前绥。愿得常巧笑，携手同车归。既来不须臾，又不处重闱。亮无晨风翼，焉能凌风飞？眄睐以适意，引领遥相睎。徙倚怀感伤，垂涕沾双扉。
",凛凛岁云暮,佚名
唐代,"
捉得金晶固命基，日魂东畔月华西。

于中炼就长生药，服了还同天地齐。

莫怪瑶池消息稀，只缘尘事隔天机。

若人寻得水中火，有一黄童上太微。

混元海底隐生伦，内有黄童玉帝名。

白虎神符潜姹女，灵元镇在七元君。

三亩丹田无种种，种时须藉赤龙耕。

曾将此种教人种，不解铅池道不生。

闪灼虎龙神剑飞，好凭身事莫相违。

传时须在乾坤力，便透三清入紫微。

不用梯媒向外求，还丹只在体中收。

莫言大道人难得，自是功夫不到头。

饮酒须教一百杯，东浮西泛自梯媒。

日精自与月华合，有个明珠走上来。

不负三光不负人，不欺神道不欺贫。

有人问我修行法，只种心田养此身。

时人若拟去瀛洲，先过巍巍十八楼。

自有电雷声震动，一池金水向东流。

瓶子如金玉子黄，上升下降续神光。

三元一会经年净，这个天中日月长。

学道须教彻骨贫，囊中只有五三文。

有人问我修行法，遥指天边日月轮。

我自忘心神自悦，跨水穿云来相谒。

不问黄芽肘后方，妙道通微怎生说。

肘传丹篆千年术，口诵黄庭两卷经。

鹤观古坛松影里，悄无人迹户长扃。

独上高峰望八都，黑云散后月还孤。

茫茫宇宙人无数，几个男儿是丈夫。

天下都游半日功，不须跨凤与乘龙。

偶因博戏飞神剑，摧却终南第一峰。

朝游北越暮苍梧，袖里青蛇胆气粗。

三入岳阳人不识，朗吟飞过洞庭湖。

趯倒葫芦掉却琴，倒行直上卧牛岑。

水飞石上迸如雪，立地看天坐地吟。

吾家本住在天齐，零落白云锁石梯。

来往八千消半日，依前归路不曾迷。

莲峰道士高且洁，不下莲宫经岁月。

星辰夜礼玉簪寒，龙虎晓开金鼎热。

东山东畔忽相逢，握手丁宁语似钟。

剑术已成君把去，有蛟龙处斩蛟龙。

朝泛苍梧暮却还，洞中日月我为天。

匣中宝剑时时吼，不遇同人誓不传。

偎岩拍手葫芦舞，过岭穿云拄杖飞。

来往八千须半日，金州南畔有松扉。

养得儿形似我形，我身枯悴子光精。

生生世世常如此，争似留神养自身。

精养灵根气养神，此真之外更无真。

神仙不肯分明说，迷了千千万万人。

不事王侯不种田，日高犹自抱琴眠。

起来旋点黄金买，不使人间作业钱。

天涯海角人求我，行到天涯不见人。

忠孝义慈行方便，不须求我自然真。

莫道幽人一事无，闲中尽有静工夫。

闭门清昼读书罢，扫地焚香到日晡。

先生先生貌狞恶，拔剑当空气云错。

连喝三回急急去，欻然空里人头落。

剑起星奔万里诛，风雷时逐雨声粗。

人头携处非人在，何事高吟过五湖。

粗眉卓竖语如雷，闻说不平便放杯。

仗剑当空千里去，一更别我二更回。

先生先生莫外求，道要人传剑要收。

今日相逢江海畔，一杯村酒劝君休。

庞眉斗竖恶精神，万里腾空一踊身。

背上匣中三尺剑，为天且示不平人。
",绝句,吕岩
唐代,"
山石荦确行径微，黄昏到寺蝙蝠飞。升堂坐阶新雨足，芭蕉叶大栀子肥。僧言古壁佛画好，以火来照所见稀。铺床拂席置羹饭，疏粝亦足饱我饥。夜深静卧百虫绝，清月出岭光入扉。天明独去无道路，出入高下穷烟霏。山红涧碧纷烂漫，时见松枥皆十围。当流赤足踏涧石，水声激激风吹衣。人生如此自可乐，岂必局束为人鞿？(鞿 一作：靰)嗟哉吾党二三子，安得至老不更归。
",山石,韩愈
唐代,"
板桥人渡泉声，茅檐日午鸡鸣。莫嗔焙茶烟暗，却喜晒谷天晴。
",过山农家,顾况
唐代,"
青云少年子，挟弹章台左。鞍马四边开，突如流星过。金丸落飞鸟，夜入琼楼卧。夷齐是何人，独守西山饿。
",少年子,李白
唐代,"
江皋闻曙钟，轻枻理还舼.海潮夜约约，川露晨溶溶。

始见沙上鸟，犹埋云外峰。故乡杳无际，明发怀朋从。
",晓发,贺知章
先秦,"
朕幼清以廉洁兮，身服义而未沫。主此盛德兮，牵于俗而芜秽。上无所考此盛德兮，长离殃而愁苦。帝告巫阳曰：“有人在下，我欲辅之。魂魄离散，汝筮予之。”巫阳对曰：“掌梦！上帝其难从；若必筮予之，恐后之谢，不能复用。”巫阳焉乃下招曰：
魂兮归来！去君之恒干，何为四方些？舍君之乐处，而离彼不祥些！
魂兮归来！东方不可以讬些。长人千仞，惟魂是索些。十日代出，流金铄石些。彼皆习之，魂往必释些。归来兮！不可以讬些。
魂兮归来！南方不可以止些。雕题黑齿，得人肉以祀，以其骨为醢些。蝮蛇蓁蓁，封狐千里些。雄虺九首，往来倏忽，吞人以益其心些。归来兮！不可久淫些。
魂兮归来！西方之害，流沙千里些。旋入雷渊，爢散而不可止些。幸而得脱，其外旷宇些。赤蚁若象，玄蜂若壶些。五谷不生，丛菅是食些。其土烂人，求水无所得些。彷徉无所倚，广大无所极些。归来兮！恐自遗贼些。
魂兮归来！北方不可以止些。增冰峨峨，飞雪千里些。归来兮！不可以久些。
魂兮归来！君无上天些。虎豹九关，啄害下人些。一夫九首，拔木九千些。豺狼从目，往来侁侁些。悬人以嬉，投之深渊些。致命于帝，然后得瞑些。归来！往恐危身些。
魂兮归来！君无下此幽都些。土伯九约，其角觺觺些。敦脄血拇，逐人伂駓駓些。参目虎首，其身若牛些。此皆甘人，归来！恐自遗灾些。
魂兮归来！入修门些。工祝招君，背行先些。秦篝齐缕，郑绵络些。招具该备，永啸呼些。
魂兮归来！反故居些。天地四方，多贼奸些。像设君室，静闲安些。高堂邃宇，槛层轩些。层台累榭，临高山些。网户朱缀，刻方连些。冬有穾厦，夏室寒些。川谷径复，流潺湲些。光风转蕙，氾崇兰些。经堂入奥，朱尘筵些。砥室翠翘，挂曲琼些。翡翠珠被，烂齐光些。蒻阿拂壁，罗帱张些。纂组绮缟，结琦璜些。室中之观，多珍怪些。兰膏明烛，华容备些。二八侍宿，射递代些。九侯淑女，多迅众些。盛鬋不同制，实满宫些。容态好比，顺弥代些。弱颜固植，謇其有意些。姱容修态，絚洞房些。蛾眉曼睩，目腾光些。靡颜腻理，遗视矊些。离榭修幕，侍君之闲些。悲帷翠帐，饰高堂些。红壁沙版，玄玉梁些。仰观刻桷，画龙蛇些。坐堂伏槛，临曲池些。芙蓉始发，杂芰荷些。紫茎屏风，文缘波些。文异豹饰，侍陂陁些。轩辌既低，步骑罗些。兰薄户树，琼木篱些。魂兮归来！何远为些？
室家遂宗，食多方些。稻粢穱麦，挐黄梁些。大苦醎酸，辛甘行些。肥牛之腱，臑若芳些。和酸若苦，陈吴羹些。胹鳖炮羔，有柘浆些。鹄酸臇凫，煎鸿鸧些。露鸡臛蠵，厉而不爽些。粔籹蜜饵，有餦餭些。瑶浆蜜勺，实羽觞些。挫糟冻饮，酎清凉些。华酌既陈，有琼浆些。归来反故室，敬而无妨些。肴羞未通，女乐罗些。敶钟按鼓，造新歌些。《涉江》《采菱》，发《扬荷》些。美人既醉，朱颜酡些。嬉光眇视，目曾波些。被文服纤，丽而不奇些。长发曼鬋，艳陆离些。二八齐容，起郑舞些。衽若交竿，抚案下些。竽瑟狂会，搷鸣鼓些。宫庭震惊，发<激楚>些。吴歈蔡讴，奏大吕些。士女杂坐，乱而不分些。放敶组缨，班其相纷些。郑卫妖玩，来杂陈些。《激楚》之结，独秀先些。菎蔽象棋，有六簙些。分曹并进，遒相迫些。成枭而牟，呼五白些。晋制犀比，费白日些。铿钟摇簴，揳梓瑟些。娱酒不废，沈日夜些。兰膏明烛，华灯错些。结撰至思，兰芳假些。人有所极，同心赋些。酎饮尽欢，乐先故些。魂兮归来！反故居些。
乱曰：献岁发春兮，汨吾南征。菉蘋齐叶兮，白芷生。路贯庐江兮，左长薄。倚沼畦瀛兮，遥望博。青骊结驷兮，齐千乘。悬火延起兮，玄颜烝。步及骤处兮，诱骋先。抑骛若通兮，引车右还。与王趋梦兮，课后先。君王亲发兮，惮青兕。朱明承夜兮，时不可以淹。皋兰被径兮，斯路渐。湛湛江水兮，上有枫。目极千里兮，伤春心。魂兮归来，哀江南！
",招魂,屈原
宋代,"
　　士之才德盖一国，则曰国士；女之色盖一国，则曰国色；兰之香盖一国，则曰国香。自古人知贵兰，不待楚之逐臣而后贵之也。兰甚似乎君子，生于深山薄丛之中，不为无人而不芳；雪霜凌厉而见杀，来岁不改其性也。是所谓“遁世无闷，不见是而无闷”者也。兰虽含香体洁，平居与萧艾不殊。清风过之，其香蔼然，在室满室，在堂满堂，所谓含章以时发者也。
　　然兰蕙之才德不同，世罕能别之。予放浪江湖之日久，乃尽知其族。盖兰似君子，蕙似士大夫，大概山林中十蕙而一兰也。《离骚》曰：“予既滋兰之九畹，又树蕙之百亩。”是以知不独今，楚人贱蕙而贵兰久矣。兰蕙丛出，莳以砂石则茂，沃以汤茗则芳，是所同也。至其发花，一干一花而香有余者兰，一干五七花而香不足者蕙。蕙虽不若兰，其视椒则远矣，世论以为国香矣。乃曰“当门不得不锄”，山林之士，所以往而不返者耶！
",书幽芳亭记,黄庭坚
清代,"
酒未开樽句未裁，寻春问腊到蓬莱。不求大士瓶中露，为乞孀娥槛外梅。入世冷挑红雪去，离尘香割紫云来。槎枒谁惜诗肩瘦，衣上犹沾佛院苔。
",访妙玉乞红梅,曹雪芹
清代,"
百金买骏马，千金买美人；万金买高爵，何处买青春？
",偶然作,屈复
宋代,"
门外无人问落花，绿阴冉冉遍天涯。林莺啼到无声处，青草池塘独听蛙。
",春暮,曹豳
宋代,"
百里西风禾黍香，鸣泉落窦谷登场。老牛粗了耕耘债，啮草坡头卧夕阳。
",禾熟,孔平仲
清代,"
金粉东南十五州，万重恩怨属名流。牢盆狎客操全算，团扇才人踞上游。避席畏闻文字狱，著书都为稻粱谋。田横五百人安在，难道归来尽列侯？
",咏史,龚自珍
明代,"
人生无百岁，百岁复如何？古来英雄士，各已归山河。
",绝句·人生无百岁,刘基
宋代,"
少读诗书陋汉唐，莫年身世寄农桑。骑驴两脚欲到地，爱酒一樽常在旁。老去形容虽变改，醉来意气尚轩昂。太行王屋何由动，堪笑愚公不自量。
",自嘲,陆游
宋代,"
黄菊枝头生晓寒。人生莫放酒杯干。风前横笛斜吹雨，醉里簪花倒著冠。 身健在，且加餐。舞裙歌板尽清欢。黄花白发相牵挽，付与时人冷眼看。
",鹧鸪天·座中有眉山隐客史应之和前韵即席答之,黄庭坚
宋代,"
画船载酒西湖好，急管繁弦，玉盏催传，稳泛平波任醉眠。行云却在行舟下，空水澄鲜，俯仰留连，疑是湖中别有天。
",采桑子·画船载酒西湖好,欧阳修
唐代,"
落日斜，秋风冷。今夜故人来不来，教人立尽梧桐影。
",梧桐影·落日斜,吕岩
唐代,"
忽闻梅福来相访，笑着荷衣出草堂。儿童不惯见车马，走入芦花深处藏。
",喜韩少府见访,胡令能
唐代,"
吴王醉处十馀里，照野拂衣今正繁。经雨不随山鸟散，

倚风疑共路人言。愁怜粉艳飘歌席，静爱寒香扑酒樽。

欲寄所思无好信，为人惆怅又黄昏。
",梅花,罗隐
唐代,"
暖触衣襟漠漠香，间梅遮柳不胜芳。数枝艳拂文君酒，

半里红欹宋玉墙。尽日无人疑怅望，有时经雨乍凄凉。

旧山山下还如此，回首东风一断肠。
",桃花,罗隐
唐代,"
柳汀斜对野人窗，零落衰条傍晓江。 正是霜风飘断处，寒鸥惊起一双双。
",冬柳,陆龟蒙
唐代,"
非痴非狂谁氏子，去入王屋称道士。白头老母遮门啼，

挽断衫袖留不止。翠眉新妇年二十，载送还家哭穿市。

或云欲学吹凤笙，所慕灵妃媲萧史。又云时俗轻寻常，

力行险怪取贵仕。神仙虽然有传说，知者尽知其妄矣。

圣君贤相安可欺，乾死穷山竟何俟。呜呼余心诚岂弟，

愿往教诲究终始。罚一劝百政之经，不从而诛未晚耳。

谁其友亲能哀怜，写吾此诗持送似。
",谁氏子,韩愈
唐代,"
桑条无叶土生烟，箫管迎龙水庙前。 朱门几处看歌舞，犹恐春阴咽管弦。
",观祈雨,李约
唐代,"
城上春云覆苑墙，江亭晚色静年芳。林花著雨胭脂湿，水荇牵风翠带长。龙武新军深驻辇，芙蓉别殿谩焚香。何时诏此金钱会，暂醉佳人锦瑟旁。
",曲江对雨,杜甫
唐代,"
素练风霜起，苍鹰画作殊。?身思狡兔，侧目似愁胡。绦镟光堪摘，轩楹势可呼。何当击凡鸟，毛血洒平芜。
",画鹰,杜甫
唐代,"
去年战，桑干源，今年战，葱河道。洗兵条支海上波，放马天山雪中草。万里长征战，三军尽衰老。匈奴以杀戮为耕作，古来唯见白骨黄沙田。秦家筑城避胡处，汉家还有烽火燃。烽火燃不息，征战无已时。野战格斗死，败马号鸣向天悲。乌鸢啄人肠，衔飞上挂枯树枝。士卒涂草莽，将军空尔为。乃知兵者是凶器，圣人不得已而用之。
",战城南,李白
唐代,"
山中兰叶径，城外李桃园。岂知人事静，不觉鸟声喧。
",春庄,王勃
先秦,"
子之还兮，遭我乎峱之间兮。并驱从两肩兮，揖我谓我儇兮。子之茂兮，遭我乎峱之道兮。并驱从两牡兮，揖我谓我好兮。子之昌兮，遭我乎峱之阳兮。并驱从两狼兮，揖我谓我臧兮。
",还,佚名
先秦,"
新台有泚，河水瀰瀰。燕婉之求，蘧篨不鲜。新台有洒，河水浼浼。燕婉之求，蘧篨不殄。鱼网之设，鸿则离之。燕婉之求，得此戚施。
",新台,佚名
先秦,"
旄丘之葛兮，何诞之节兮。叔兮伯兮，何多日也？何其处也？必有与也！何其久也？必有以也！狐裘蒙戎，匪车不东。叔兮伯兮，靡所与同。琐兮尾兮，流离之子。叔兮伯兮，褎如充耳。
",旄丘,佚名
先秦,"
青春受谢，白日昭只。春气奋发，万物遽只。冥凌浃行，魂无逃只。魂魄归来！无远遥只。
魂乎归来！无东无西，无南无北只。东有大海，溺水浟浟只。螭龙并流，上下悠悠只。雾雨淫淫，白皓胶只。
魂乎无东！汤谷寂寥只。魂乎无南！南有炎火千里，蝮蛇蜒只。山林险隘，虎豹蜿只。鰅鳙短狐，王虺骞只。魂乎无南！蜮伤躬只；
魂乎无西！西方流沙，漭洋洋只。豕首纵目，被发鬤只。长爪踞牙，诶笑狂只。魂乎无西！多害伤只。
魂乎无北！北有寒山，趠龙赩只。代水不可涉，深不可测只。天白颢颢，寒凝凝只。魂乎无往！盈北极只。
魂魄归来！闲以静只。自恣荆楚，安以定只。逞志究欲，心意安只。穷身永乐，年寿延只。魂乎归来！乐不可言只。
五谷六仞，设菰梁只。鼎臑盈望，和致芳只。内鸧鸽鹄，味豺羹只。魂乎归来！恣所尝只。
鲜蠵甘鸡，和楚酪只。醢豚苦狗，脍苴蒪只。吴酸蒿蒌，不沾薄只。魂兮归来！恣所择只。
炙鸹烝凫，煔鹑敶只。煎鰿膗雀，遽爽存只。魂乎归来！丽以先只。
四酎并孰，不涩嗌只。清馨冻饮，不歠役只。吴醴白蘖，和楚沥只。魂乎归来！不遽惕只。
代秦郑卫，鸣竽张只。伏戏《驾辩》，楚《劳商》只。讴和《扬阿》，赵萧倡只。魂乎归来！定空桑只。
二八接舞，投诗赋只。叩钟调磬，娱人乱只。四上竞气，极声变只。魂乎归来！听歌譔只。
朱唇皓齿，嫭以姱只。比德好闲，习以都只。丰肉微骨，调以娱只。魂乎归来！安以舒只。
嫮目宜笑，娥眉曼只。容则秀雅，稚朱颜只。魂乎归来！静以安只。
姱修滂浩，丽以佳只。曾颊倚耳，曲眉规只。滂心绰态，姣丽施只。小腰秀颈，若鲜卑只。魂乎归来！思怨移只。
易中利心，以动作只。粉白黛黑，施芳泽只。长袂拂面，善留客只。魂乎归来！以娱昔只。
青色直眉，美目媔只。靥辅奇牙，宜笑嘕只。丰肉微骨，体便娟只。魂乎归来！恣所便只。
夏屋广大，沙堂秀只。南房小坛，观绝霤只。曲屋步壛，宜扰畜只。腾驾步游，猎春囿只。琼轂错衡，英华假只。茝兰桂树，郁弥路只。魂乎归来！恣志虑只。
孔雀盈园，畜鸾皇只！鵾鸿群晨，杂鶖鸧只。鸿鹄代游，曼骕驦只。魂乎归来！凤凰翔只。
曼泽怡面，血气盛只。永宜厥身，保寿命只。室家盈廷，爵禄盛只。魂乎归来！居室定只。
接径千里，出若云只。三圭重侯，听类神只。察笃夭隐，孤寡存只。魂兮归来！正始昆只。
田邑千畛，人阜昌只。美冒众流，德泽章只。先威后文，善美明只。魂乎归来！赏罚当只。
名声若日，照四海只。德誉配天，万民理只。北至幽陵，南交阯只。西薄羊肠，东穷海只。魂乎归来！尚贤士只。
发政献行，禁苛暴只。举杰压陛，诛讥罢只。直赢在位，近禹麾只。豪杰执政，流泽施只。魂乎来归！国家为只。
雄雄赫赫，天德明只。三公穆穆，登降堂只。诸侯毕极，立九卿只。昭质既设，大侯张只。执弓挟矢，揖辞让只。魂乎来归！尚三王只。
",大招,屈原
唐代,"
船动湖光滟滟秋，贪看年少信船流。无端隔水抛莲子，遥被人知半日羞。
",采莲子·船动湖光滟滟秋,皇甫松
明代,"
三载重阳菊，开时不在家。何期今日酒，忽对故园花。野旷云连树，天寒雁聚沙。登临无限意，何处望京华。
",九日,文森
唐代,"
月色灯山满帝都，香车宝盖隘通衢。身闲不睹中兴盛，羞逐乡人赛紫姑。
",观灯乐行,李商隐
唐代,"
西上莲花山，迢迢见明星。(西上 一作：西岳)素手把芙蓉，虚步蹑太清。霓裳曳广带，飘拂升天行。邀我登云台，高揖卫叔卿。恍恍与之去，驾鸿凌紫冥。俯视洛阳川，茫茫走胡兵。流血涂野草，豺狼尽冠缨。
",古风·其十九,李白
魏晋,"
穷居寡人用，时忘四运周。门庭多落叶，慨然知已秋。新葵郁北牖，嘉穟养南畴。今我不为乐，知有来岁不？命室携童弱，良日登远游。
",酬刘柴桑,陶渊明
明代,"
渡水复渡水，看花还看花。春风江上路，不觉到君家。
",寻胡隐君,高启
南北朝,"
郎作十里行，侬作九里送。拔侬头上钗，与郎资路用。
有信数寄书，无信心相忆。莫作瓶落井，一去无消息。
大艑珂峨头，何处发扬州。借问艑上郎，见侬所欢不？
初发扬州时，船出平津泊。五两如竹林，何处相寻博。
",估客乐四首,释宝月
唐代,"
鹫翎金仆姑，燕尾绣蝥弧。独立扬新令，千营共一呼。
",和张仆射塞下曲·其一,卢纶
唐代,"
君家何处住，妾住在横塘。停船暂借问，或恐是同乡。
",长干行·君家何处住,崔颢
宋代,"
泪荷抛碎璧。正漏云筛雨，斜捎窗隙。林声怨秋色。对小山不迭，寸眉愁碧。凉欺岸帻。暮砧催、银屏翦尺。最无聊、燕去堂空，旧幕暗尘罗额。 行客。西园有分，断柳凄花，似曾相识。西风破屐。林下路，水边石。念寒蛩残梦，归鸿心事，那听江村夜笛。看雪飞、苹底芦梢，未如鬓白。
",瑞鹤仙·秋感,吴文英
宋代,"
天涯旧恨，独自凄凉人不问。欲见回肠，断尽金炉小篆香。黛蛾长敛，任是春风吹不展。困倚危楼，过尽飞鸿字字愁。
",减字木兰花·天涯旧恨,秦观
宋代,"
谁作桓伊三弄。惊破绿窗幽梦。新月与愁烟。满江天。 欲去又还不去。明日落花飞絮。飞絮送行舟。水东流。
",昭君怨·送别,苏轼
宋代,"
新月又如眉。长笛谁教月下吹。楼倚暮云初见雁，南飞。漫道行人雁后归。意欲梦佳期。梦里关山路不知。却待短书来破恨，应迟。还是凉生玉枕时。
",南乡子·新月又如眉,晏几道
两汉,"
秋风萧萧愁杀人，出亦愁，入亦愁。座中何人，谁不怀忧。令我白头。胡地多飚风，树木何修修。离家日趋远，衣带日趋缓。心思不能言，肠中车轮转。
",古歌,佚名
两汉,"
　　游都邑以永久，无明略以佐时。徒临川以羡鱼，俟河清乎未期。感蔡子之慷慨，从唐生以决疑。谅天道之微昧，追渔父以同嬉。超埃尘以遐逝，与世事乎长辞。 
　　于是仲春令月，时和气清；原隰郁茂，百草滋荣。王雎鼓翼，仓庚哀鸣；交颈颉颃，关关嘤嘤。于焉逍遥，聊以娱情。 
　　尔乃龙吟方泽，虎啸山丘。仰飞纤缴，俯钓长流。触矢而毙，贪饵吞钩。落云间之逸禽，悬渊沉之鲨鰡。 
　　于时曜灵俄景，继以望舒。极般游之至乐，虽日夕而忘劬。感老氏之遗诫，将回驾乎蓬庐。弹五弦之妙指，咏周、孔之图书。挥翰墨以奋藻，陈三皇之轨模。苟纵心于物外，安知荣辱之所如。 
",归田赋,张衡
唐代,"
昨夜圆非今夜圆，却疑圆处减婵娟。一年十二度圆缺，能得几多时少年。
",咏月,李建枢
唐代,"
昔看黄菊与君别，今听玄蝉我却回。五夜飕飗枕前觉，一年颜状镜中来。马思边草拳毛动，雕眄青云睡眼开。天地肃清堪四望，为君扶病上高台。
",始闻秋风,刘禹锡
唐代,"
松下茅亭五月凉，汀沙云树晚苍苍。行人无限秋风思，隔水青山似故乡。
",题稚川山水,戴叔伦
唐代,"
江边踏青罢，回首见旌旗。风起春城暮，高楼鼓角悲。
",绝句,杜甫
唐代,"
结发未识事，所交尽豪雄。却秦不受赏，击晋宁为功。托身白刃里，杀人红尘中。当朝揖高义，举世称英雄。小节岂足言，退耕舂陵东。归来无产业，生事如转蓬。一朝乌裘敝，百镒黄金空。弹剑徒激昂，出门悲路穷。吾兄青云士，然诺闻诸公。所以陈片言，片言贵情通。棣华倘不接，甘与秋草同。
",赠从兄襄阳少府皓,李白
唐代,"
大汉无中策，匈奴犯渭桥。五原秋草绿，胡马一何骄。 命将征西极，横行阴山侧。燕支落汉家，妇女无华色。 转战渡黄河，休兵乐事多。萧条清万里，瀚海寂无波。
",塞上曲,李白
先秦,"
扬之水，不流束薪。彼其之子，不与我戍申。怀哉怀哉，曷月予还归哉？扬之水，不流束楚。彼其之子，不与我戍甫。怀哉怀哉，曷月予还归哉？扬之水，不流束蒲。彼其之子，不与我戍许。怀哉怀哉，曷月予还归哉？
",国风·王风·扬之水,佚名
先秦,"
考槃在涧，硕人之宽。独寐寤言，永矢弗谖。考槃在阿，硕人之薖。独寐寤歌，永矢弗过。考槃在陆，硕人之轴。独寐寤宿，永矢弗告。
",考槃,佚名
先秦,"
爰采唐矣？沬之乡矣。云谁之思？美孟姜矣。期我乎桑中，要我乎上宫，送我乎淇之上矣。爰采麦矣？沬之北矣。云谁之思？美孟弋矣。期我乎桑中，要我乎上宫，送我乎淇之上矣。爰采葑矣？沬之东矣。云谁之思？美孟庸矣。期我乎桑中，要我乎上宫，送我乎淇之上矣。
",桑中,佚名
明代,"
斜髻娇娥夜卧迟，梨花风静鸟栖枝。难将心事和人说，说与青天明月知。
",美人对月,唐寅
明代,"
桂花浮玉，正月满天街，夜凉如洗。风泛须眉并骨寒，人在水晶宫里。蛟龙偃蹇，观阙嵯峨，缥缈笙歌沸。霜华满地，欲跨彩云飞起。记得去年今夕，酾酒溪亭，淡月云来去。千里江山昨梦非，转眼秋光如许。青雀西来，嫦娥报我，道佳期近矣。寄言俦侣，莫负广寒沈醉。
",念奴娇·中秋对月,文征明
清代,"
高梧百尺夜苍苍，乱扫秋星落晓霜。如何不向西州植，倒挂绿毛幺凤皇。
",咏梧桐,郑板桥
宋代,"
绿桑高下映平川，赛罢田神笑语喧。林外鸣鸠春雨歇，屋头初日杏花繁。
",田家,欧阳修
明代,"
绿池芳草满晴波，春色都从雨里过。知是人家花落尽，菜畦今日蝶来多。
",春暮西园,高启
清代,"
风鬟雨鬓，偏是来无准。倦倚玉兰看月晕，容易语低香近。软风吹遍窗纱，心期便隔天涯。从此伤春伤别，黄昏只对梨花。
",清平乐·风鬟雨鬓,纳兰性德
宋代,"
南浦春来绿一川，石桥朱塔两依然。年年送客横塘路，细雨垂杨系画船。
",横塘,范成大
宋代,"
点火樱桃，照一架、荼蘼如雪。春正好，见龙孙穿破，紫苔苍壁。乳燕引雏飞力弱，流莺唤友娇声怯。问春归、不肯带愁归，肠千结。层楼望，春山叠；家何在？烟波隔。把古今遗恨，向他谁说？蝴蝶不传千里梦，子规叫断三更月。听声声、枕上劝人归，归难得。
",满江红·点火樱桃,辛弃疾
宋代,"
懒向青门学种瓜，只将渔钓送年华。双双新燕飞春岸，片片轻鸥落晚沙。歌缥缈，舻呕哑，酒如清露鲊如花。逢人问道归何处，笑指船儿此是家。
",鹧鸪天·懒向青门学种瓜,陆游
宋代,"
飞琼伴侣，偶别珠宫，未返神仙行缀。取次梳妆，寻常言语，有得几多姝丽。拟把名花比。恐旁人笑我，谈何容易。细思算、奇葩艳卉，惟是深红浅白而已。争如这多情，占得人间，千娇百媚。须信画堂绣阁，皓月清风，忍把光阴轻弃。自古及今，佳人才子，少得当年双关。且恁相偎倚。未消得、怜我多才多艺。愿奶奶、兰心蕙性，枕前言下，表余心意。为盟誓。今生断不孤鸳被。(双关 一作：双美）
",玉女摇仙佩·佳人,柳永
